system:index,m_bu,m_nl,s_bu,s_nl,v_code_2011,.geo
10036,0.031712884785064954,0.01624778001439799,211.0,108.10374414920807,216268,
10377,0.03294792576572588,0.011908003218512911,156.34901960784313,56.50749130430174,216284,
10570,0.020541502402549955,0.005708340954951927,107.56078431372549,29.89039546438292,216231,
10595,0.019401472815584676,0.005726246470280486,72.83921568627451,21.498125718913833,216234,
10446,0.023260719179547078,0.006050570861162742,185.52941176470586,48.259851470940255,216229,
10460,0.05050402394617097,0.02201041174777329,309.8588235294117,135.04112656116484,216241,
10589,0.028780924635729423,0.007527936739895532,197.12156862745098,51.55910442342945,216238,
10500,0.05803749444454494,0.022620809405444833,239.1529411764706,93.21272658097979,216235,
10501,0.004045176886404482,9.061154570353086E-4,20.250980392156862,4.536198754404105,216232,
10562,0.009543491856664928,0.0025732758754782683,38.71764705882353,10.439699496591793,216239,
10601,0.02276940736249969,0.004982825007386489,157.44705882352943,34.455492387449034,216320,
10183,0.05573676994482096,0.019635335837421677,155.59607843137258,54.81446553164838,216350,
10551,0.07104985498508445,0.02249540358940075,336.4313725490196,106.5190000347647,216343,
10557,0.0285573795892683,0.014680673226060516,70.83137254901962,36.412732873301884,216384,
10606,0.0356769754695618,0.011015961276723682,159.77254901960788,49.33288738517201,216379,
10547,0.012810859781259643,0.004812999864840822,41.3686274509804,15.542063665506886,216446,
10560,0.08790909980219619,0.03924150878837448,207.92156862745097,92.81355492145408,216475,
10541,0.04032150064962679,0.014321158563219125,201.90588235294115,71.71176938946343,216473,
10427,0.0529543710144834,0.012396279018927613,258.1137254901961,60.422769612658264,216439,
10179,0.045647301365293755,0.01036861764744775,172.2705882352941,39.13063440527401,216491,
10347,0.058083376816777436,0.01950655387848492,310.8039215686274,104.37949330748296,216509,
10361,0.0994533779122221,0.025608564518562683,308.65882352941173,79.47753573089257,216485,
10083,0.04598245914648445,0.014886788403114436,296.7686274509804,96.07863179895223,216605,
10109,0.02724771451177779,0.009351307349716242,179.34509803921569,61.55052500659343,216420,
10549,0.09370356273234932,0.045611896769385006,422.85882352941167,205.83414807757913,216472,
10185,0.020316607799823878,0.010564984582923903,60.70196078431373,31.56606093686001,216389,
10412,0.05181043165841145,0.03193569092011276,273.9333333333333,168.85113646084187,216396,
10457,0.04724662048461084,0.014853354232807014,129.37254901960785,40.67203704475188,216369,
10136,0.021265665100440777,0.008706528279499498,73.37254901960785,30.039980878140412,216399,
10166,0.02660135151360084,0.00784445452261905,125.9843137254902,37.15142890682408,216392,
10351,0.0871847731006379,0.06351561346289727,256.4039215686275,186.79468665847588,216409,
10644,0.10183501262702438,0.05995221262971773,416.99999999999983,245.49584687691106,216398,
10323,0.06176238078952239,0.03145761303468516,172.79999999999998,88.01272656438397,216412,
10341,0.024747033899892468,0.010201009887635993,129.52549019607844,53.39188573208511,216411,
10356,0.02704672272193541,0.01818795428246391,95.47843137254903,64.20583235235773,216410,
