system:index,B1,B10,B10_1,B11,B11_1,B1_1,B2,B2_1,B3,B3_1,B4,B4_1,B5,B5_1,B6,B6_1,B7,B7_1,B8,B8_1,B9,B9_1,BQA,BQA_1,class,stable_lights,.geo
16988_0,0.15719019,318.68546,307.7526,314.37177,304.53604,0.149592,0.14640641,0.13441812,0.15311679,0.12919752,0.17903645,0.13780907,0.28115004,0.25071052,0.35305622,0.32001758,0.27006614,0.22975495,0.15639696,0.12895356,0.0020366935,0.0017320616,2720,2720,2.0,0,
6922_0,0.15050125,318.1084,306.58527,313.89917,303.64072,0.14317603,0.13834538,0.12548943,0.139353,0.11663394,0.15836933,0.1162924,0.24867009,0.2087506,0.26524237,0.246173,0.20607094,0.16610761,0.14908628,0.12197651,0.0017794265,0.0021223866,2720,2720,2.0,0,
6922_1,0.15275234,318.3139,306.86038,314.04184,303.84702,0.14527403,0.14156121,0.12956345,0.14801434,0.12346462,0.17648523,0.13234451,0.27624053,0.2591269,0.34205803,0.29513437,0.26552108,0.21077542,0.16051322,0.12763622,0.0021224492,0.0018296428,2720,2720,2.0,0,
18071_0,0.15148744,317.5841,305.71158,313.0782,302.4968,0.14615226,0.14231157,0.12890477,0.14880757,0.12441604,0.18321705,0.13010015,0.2965432,0.28862083,0.37301585,0.3194565,0.27276742,0.20904335,0.15941983,0.120951906,0.0015221593,0.0019516194,2720,2720,2.0,9,
9503_0,0.15380284,318.48865,305.095,314.0994,302.164,0.14132199,0.14250453,0.12353781,0.14968657,0.11434078,0.17363384,0.11136455,0.27684084,0.2321457,0.32825136,0.237903,0.2475767,0.15978923,0.15755466,0.10585122,0.0012434534,0.002146782,2720,2720,2.0,5,
20954_0,0.15489623,316.8196,306.28506,312.54108,302.9312,0.14710367,0.14134683,0.13005136,0.13875271,0.123708576,0.1560968,0.12970982,0.25267917,0.22780333,0.25998983,0.22360735,0.19743106,0.16293623,0.14968657,0.12900236,0.0013077701,0.0014149226,2720,2720,2.0,11,
1146_0,0.1526237,314.9073,304.59955,310.86487,301.72177,0.14683533,0.13943876,0.12834369,0.13618004,0.11829282,0.14081085,0.11668273,0.2548445,0.23604895,0.2327624,0.20748205,0.17187585,0.14778674,0.12657541,0.10687582,0.0012863312,0.001439318,2720,2720,1.0,15,
6921_0,0.15002958,317.36115,306.4497,313.37244,303.29715,0.14346877,0.13838826,0.12475757,0.14263317,0.116048455,0.17155427,0.116438776,0.27015188,0.23209691,0.31909695,0.2581267,0.2439964,0.18064721,0.14964369,0.113682106,0.0011791366,0.0017076663,2720,2720,2.0,9,
17006_0,0.15000816,316.96957,304.76868,312.82373,302.12878,0.13978508,0.13738063,0.119561374,0.1405536,0.10946172,0.16014877,0.1017772,0.28650978,0.22712027,0.31423032,0.1947477,0.22510871,0.114072435,0.14481993,0.105241336,0.0014364036,0.0013905274,2720,2720,2.0,11,
18074_0,0.15065132,316.95108,306.06445,312.55624,302.9393,0.14361514,0.1383025,0.12619689,0.13810955,0.11597527,0.16360043,0.12753864,0.24742663,0.21016553,0.30691963,0.25722408,0.24972059,0.19650416,0.14310482,0.119976096,0.0015650372,0.0018052475,2720,2720,1.0,6,
6968_0,0.15854084,317.86993,306.80716,313.87665,303.4449,0.15286097,0.14977233,0.13949233,0.16261424,0.14137077,0.1983958,0.16044791,0.28852504,0.26732373,0.37057182,0.34346145,0.29176232,0.25680935,0.16983916,0.1406877,0.0017365486,0.0016100851,2720,2720,2.0,3,
9518_0,0.15826213,317.91483,305.03207,313.7238,301.79514,0.15149483,0.14818585,0.13507679,0.15498199,0.12641646,0.18656152,0.1319054,0.29832265,0.2565166,0.41486463,0.33309346,0.32342762,0.23902518,0.17504881,0.13595502,0.001607915,0.001683271,2720,2720,2.0,3,
9518_1,0.15826213,317.91483,305.03207,313.7238,301.79514,0.15149483,0.14818585,0.13507679,0.15498199,0.12641646,0.18656152,0.1319054,0.29832265,0.2565166,0.41486463,0.33309346,0.32342762,0.23902518,0.16788821,0.12917313,0.001607915,0.001683271,2720,2720,2.0,3,
17012_0,0.16660188,316.22025,302.7558,312.32623,300.05444,0.16303381,0.16004157,0.15000671,0.18265964,0.15622751,0.22645935,0.18215972,0.34878987,0.31399193,0.41730866,0.38056672,0.3477608,0.30862498,0.19672357,0.17062074,0.0015650372,0.0017320616,2720,2720,2.0,3,
2181_0,0.15195909,314.4877,303.1446,310.63745,300.3648,0.15713014,0.14143258,0.13976069,0.1444769,0.12963663,0.1632574,0.13412537,0.25885358,0.22785212,0.28659555,0.25451618,0.22622353,0.19752876,0.15489623,0.13371065,0.0015221593,0.001512504,2720,2720,1.0,23,
18081_0,0.15112297,317.1337,302.89545,313.00012,299.93066,0.14781113,0.14059646,0.12841687,0.14775707,0.11917105,0.17324795,0.11295025,0.27377507,0.24373347,0.32621467,0.23338985,0.24727656,0.1495676,0.15541077,0.11221839,0.0018866211,0.001683271,2720,2720,2.0,4,
6980_0,0.14434828,319.78427,308.023,315.35983,304.40543,0.14373712,0.13045585,0.1266604,0.1358799,0.12097631,0.18244524,0.1427857,0.29030448,0.25676057,0.36383998,0.32597002,0.28989714,0.24766111,0.1511873,0.12873401,0.0016936708,0.0017808522,2720,2720,2.0,0,
11908_0,0.15363133,318.44394,305.99084,314.02936,302.84497,0.14812827,0.14398381,0.13278364,0.15716876,0.13463767,0.19614471,0.15456864,0.2865741,0.2519303,0.37867573,0.33646002,0.29371327,0.25056416,0.1709111,0.14141957,0.00190806,0.0018540381,2720,2720,2.0,0,
17000_0,0.15431738,316.67773,304.385,312.60675,301.70004,0.14420064,0.14520584,0.12834369,0.15815495,0.12988059,0.1943653,0.1427613,0.29834408,0.27554494,0.37432364,0.32387203,0.29000434,0.22841322,0.17041801,0.1345401,0.0015864761,0.0017320616,2720,2720,2.0,0,
9541_0,0.1542745,318.2305,307.11276,314.00684,304.03696,0.14710367,0.14297618,0.13080761,0.15296672,0.1313443,0.204999,0.15954527,0.2843659,0.24956395,0.35543594,0.31857827,0.29572853,0.25534564,0.16482244,0.13788225,0.0013292091,0.0016588757,2720,2720,2.0,13,
9541_1,0.1566971,318.14502,307.1791,314.02686,304.07706,0.14873816,0.14466986,0.13266166,0.15249507,0.13441812,0.2095226,0.17142579,0.28989714,0.25483334,0.36343265,0.33001965,0.2957714,0.25846824,0.16739511,0.14402987,0.001629354,0.001683271,2720,2720,2.0,13,
2233_0,0.14769275,317.0968,305.68027,312.80356,302.69122,0.1381262,0.13371457,0.118487984,0.13073456,0.1054365,0.145849,0.10721735,0.21368176,0.2040911,0.2429459,0.20140761,0.19344342,0.14039497,0.12850492,0.10565605,0.0015650372,0.0018540381,2720,2720,2.0,10,
16989_0,0.15530357,318.9205,307.91095,314.4217,304.54404,0.14707927,0.14370511,0.13151507,0.15045837,0.12849006,0.1871618,0.14573753,0.2599684,0.23034045,0.31759623,0.28537625,0.26777217,0.23258482,0.16595872,0.13483283,0.0015864761,0.0013417368,2720,2720,2.0,7,
1160_0,0.15624689,313.85065,304.3805,310.4916,301.56683,0.15400754,0.14259028,0.1381506,0.13656595,0.12812413,0.14497,0.13305198,0.19153535,0.17625606,0.21443212,0.19455254,0.18332425,0.16479027,0.14231157,0.13183221,0.0012434534,0.0016100851,2720,2720,1.0,32,
2228_0,0.15538932,314.84058,305.41376,311.46634,302.50488,0.15278777,0.14201143,0.1355891,0.13622293,0.12470879,0.14578469,0.12958784,0.18703318,0.16554652,0.21672608,0.19506484,0.18593979,0.16764452,0.14385518,0.13000257,0.0014578425,0.0016344804,2720,2720,1.0,33,
2215_0,0.1446913,313.46777,303.7709,309.76804,300.7566,0.13434494,0.12777598,0.113389365,0.12850492,0.09704451,0.10758052,0.07811376,0.3691783,0.11204762,0.1902919,0.072283275,0.11514846,0.04564361,0.1179784,0.087408364,0.001607915,0.0017076663,2720,2720,2.0,25,
2215_1,0.1446913,313.46777,303.7709,309.76804,300.7566,0.13434494,0.12777598,0.113389365,0.12850492,0.09704451,0.10758052,0.07811376,0.3691783,0.11204762,0.1902919,0.072283275,0.11514846,0.04564361,0.12835483,0.09545881,0.001607915,0.0017076663,2720,2720,2.0,25,
12660_0,0.15980574,315.5726,305.33975,312.08572,302.70743,0.15171438,0.14638497,0.13466206,0.14366223,0.12465999,0.15538932,0.12953906,0.22011344,0.1833307,0.22937505,0.19616263,0.1930575,0.16222876,0.160942,0.13949233,0.0018437433,0.0016588757,2720,2720,1.0,28,
12662_0,0.15243076,312.9866,303.9162,309.49255,301.2591,0.14922607,0.13924581,0.13122234,0.13182795,0.1173658,0.13581559,0.11363332,0.23927984,0.19848019,0.21657601,0.18925875,0.16615166,0.14576194,0.13017714,0.11531659,0.001629354,0.0016344804,2720,2720,1.0,28,
16999_0,0.15315968,317.67603,307.7328,313.92923,304.52005,0.148543,0.14096093,0.13432053,0.15009391,0.13673566,0.19014183,0.17025481,0.30719835,0.27154413,0.34014997,0.34438848,0.27115953,0.27305663,0.16246417,0.1485186,0.0017794265,0.001683271,2720,2720,2.0,3,
1853_0,0.16372907,317.04962,307.25867,313.126,303.91928,0.15466622,0.15716876,0.14110243,0.1693675,0.1402486,0.20467742,0.15381238,0.28923252,0.2529061,0.38199875,0.31023505,0.32638618,0.24902725,0.18199503,0.14578633,0.0017579875,0.0018052475,2720,2720,2.0,0,
1913_0,0.15133737,317.8026,304.8678,314.04184,301.77612,0.14756718,0.14081085,0.13097838,0.15292385,0.12756303,0.18160912,0.13351549,0.3163099,0.26322532,0.35682946,0.26686022,0.27047348,0.19042973,0.16728793,0.12766062,0.0016722318,0.001366132,2720,2720,2.0,0,
1915_0,0.15264514,317.1009,304.3036,313.14865,301.39807,0.14898211,0.14068222,0.1298074,0.14779994,0.11856117,0.16658044,0.117512174,0.29324162,0.22948661,0.31622413,0.2430504,0.2435033,0.1739629,0.14726397,0.119756535,0.0015650372,0.0018296428,2720,2720,2.0,0,
1915_1,0.15408155,317.2997,304.0908,313.27945,301.17456,0.15673982,0.1445841,0.14056574,0.15607537,0.14405426,0.17524177,0.15068978,0.28796762,0.2634205,0.31676012,0.2824976,0.2393227,0.2124099,0.17254046,0.15156801,0.001607915,0.001683271,2720,2720,2.0,0,
1823_0,0.15744746,317.37955,304.39404,313.0782,301.3899,0.15137285,0.14681375,0.1313687,0.1482716,0.123220675,0.17386967,0.1288072,0.25827473,0.21584964,0.3100497,0.25622386,0.25520897,0.20313968,0.15556084,0.12712392,0.0012220144,0.0020248052,2720,2720,1.0,0,
4231_0,0.15652558,314.80093,303.17426,311.10474,300.32092,0.1459083,0.14745691,0.1251967,0.15776904,0.11492627,0.17627084,0.10267983,0.3099211,0.23607334,0.33050245,0.2243392,0.23567809,0.14249296,0.16377194,0.111706086,0.001350648,0.0011709697,2720,2720,2.0,0,
1870_0,0.15073708,315.74878,302.96637,311.8804,300.25504,0.1423222,0.13971747,0.120854326,0.15408155,0.11051072,0.16885297,0.09763,0.3022031,0.25068614,0.32239854,0.19121037,0.24007307,0.12053719,0.1753704,0.10480222,0.0016507929,0.0015368992,2720,2720,2.0,0,
6658_0,0.16207826,318.0819,303.38864,313.88666,300.71008,0.15437347,0.15583955,0.13695523,0.18143761,0.1427857,0.22305056,0.15229987,0.33489743,0.28010687,0.39400455,0.31096694,0.3137158,0.23643927,0.19777408,0.14695731,0.0014149647,0.0013905274,2720,2720,2.0,0,
1934_0,0.15899107,317.0024,303.92526,312.99258,301.1882,0.14776234,0.14938642,0.1287828,0.16119927,0.121244654,0.18190928,0.11158411,0.31255808,0.27327618,0.333997,0.2399034,0.24753383,0.15439788,0.15266658,0.116829105,0.0010933809,0.0017564569,2720,2720,2.0,3,
1824_0,0.16062042,318.651,304.66046,314.4691,301.6756,0.15222669,0.15236643,0.13527195,0.15729739,0.13075882,0.1821451,0.13373505,0.2831653,0.25363797,0.31474486,0.24656333,0.2533009,0.18523353,0.17526321,0.14463975,0.0016936708,0.0025127113,2720,2720,2.0,4,
12691_0,0.16100632,317.69443,304.76193,313.3875,301.825,0.15691058,0.15260226,0.14137077,0.15854084,0.13575986,0.18055862,0.14198066,0.2931773,0.26215193,0.31502357,0.2632009,0.23846516,0.19255212,0.15594673,0.12356221,0.0012648923,0.0017320616,2720,2720,1.0,4,
4223_0,0.17020363,319.2622,307.98566,315.1016,304.36276,0.16730298,0.16527267,0.1553005,0.18722613,0.16705903,0.2284103,0.19091764,0.31322268,0.28830367,0.397885,0.3667346,0.3373415,0.3001354,0.195523,0.16779089,0.001350648,0.0014881085,2720,2720,2.0,5,
4376_0,0.15380284,315.73428,304.4257,311.17355,301.49606,0.14910409,0.14046784,0.12912433,0.15093003,0.12602614,0.16227122,0.12109828,0.30846325,0.23961066,0.28966132,0.2274374,0.21539687,0.15742289,0.14745691,0.12207409,0.0015650372,0.0012441556,2720,2720,2.0,5,
4376_1,0.15650415,315.60992,304.4189,311.01804,301.47974,0.14812827,0.14529158,0.1288072,0.15607537,0.12590416,0.16990347,0.1163168,0.34448063,0.28940147,0.3170388,0.2394155,0.21985617,0.15505654,0.1527309,0.117902495,0.001607915,0.0013905274,2720,2720,2.0,5,
1804_0,0.15916257,316.0798,304.00238,312.2326,301.23456,0.15510534,0.14795001,0.13678446,0.14456266,0.12392814,0.15442458,0.118902706,0.24393208,0.23673202,0.26131904,0.19877292,0.20427006,0.14417623,0.1554322,0.1251235,0.0011791366,0.0013905274,2720,2720,1.0,6,
9237_0,0.15360989,318.56982,305.67578,314.4017,302.3562,0.15093374,0.14183992,0.13271044,0.14642785,0.12478197,0.16179956,0.122415625,0.2639346,0.22938903,0.30059516,0.2487345,0.22678094,0.17540222,0.14784282,0.117024265,0.0016507929,0.0014637132,2720,2720,2.0,5,
17058_0,0.16713785,318.3078,304.25836,314.5065,301.4171,0.15617873,0.15916257,0.14046815,0.16595872,0.13641854,0.192007,0.14034617,0.27392513,0.25744364,0.3040897,0.24646574,0.24839137,0.18308674,0.17427702,0.14176111,0.0010076251,0.001512504,2720,2720,2.0,6,
1920_0,0.16002013,317.00446,304.23798,312.94724,301.02444,0.1521535,0.14852887,0.13251528,0.15541077,0.12609932,0.17594925,0.12422088,0.2842587,0.2658356,0.32379207,0.25480893,0.24916318,0.17654881,0.14093949,0.11468232,0.0014792815,0.0017320616,2720,2720,2.0,0,
1920_1,0.15178758,317.08038,304.30814,312.9044,301.0272,0.14442019,0.13971747,0.12490395,0.14078942,0.112291574,0.15013678,0.10202115,0.2926842,0.24546553,0.27572602,0.20374957,0.19978933,0.1288316,0.12863354,0.10655868,0.0015650372,0.0016588757,2720,2720,2.0,0,
4511_0,0.1518519,317.13574,303.2952,313.19394,300.0737,0.14822586,0.14068222,0.12902676,0.14464842,0.118366,0.16805972,0.112193994,0.27718386,0.23226768,0.33854204,0.2560043,0.24948476,0.17445081,0.15774761,0.11863436,0.0015435982,0.0016100851,2720,2720,2.0,0,
1739_0,0.17003211,318.98727,301.86844,314.85535,299.1939,0.1443958,0.1662803,0.12363539,0.1860041,0.109852046,0.22253604,0.0996792,0.3334396,0.24841736,0.38915935,0.18769746,0.31208643,0.11419441,0.17554191,0.106583074,0.0013292091,0.0018296428,2720,2720,2.0,0,
17064_0,0.14848599,317.9617,305.25897,313.89417,301.9173,0.15439788,0.13727343,0.137126,0.14312626,0.13363747,0.15926977,0.13985826,0.3135014,0.27654514,0.31553808,0.29689083,0.23115449,0.2150202,0.15397435,0.13339351,0.0016722318,0.0017564569,2720,2720,2.0,0,
6686_0,0.15884098,317.38568,300.69757,312.9296,298.45596,0.14620104,0.15069419,0.12473318,0.15744746,0.10931535,0.18574683,0.09494652,0.28751743,0.26041985,0.332239,0.15952088,0.2591966,0.090677336,0.16904593,0.09611749,0.0017365486,0.002097991,2720,2720,2.0,0,
12705_0,0.17093255,316.05087,302.96637,312.19464,300.10394,0.16449752,0.16252849,0.14776234,0.16658044,0.13998024,0.19153535,0.14612786,0.26361302,0.22377811,0.2994589,0.25095448,0.250814,0.20870182,0.1717901,0.1402486,0.001607915,0.0012441556,2720,2720,1.0,3,
12703_0,0.15963423,317.59024,304.33075,313.77643,301.30545,0.15334888,0.15324543,0.13795543,0.16711642,0.1360282,0.19824573,0.1360282,0.32464963,0.28083873,0.36778474,0.2712026,0.2871744,0.19877292,0.17462003,0.1318566,0.0017579875,0.0018784334,2720,2720,2.0,0,
18147_0,0.16675195,316.79495,302.8863,312.82373,300.03796,0.14566435,0.16402921,0.12692876,0.18461058,0.11512143,0.21811962,0.11255992,0.3349832,0.23026726,0.37741083,0.23651245,0.29570708,0.1609846,0.19417234,0.10416794,0.0015864761,0.0020735958,2720,2720,2.0,0,
324_0,0.16261424,318.76657,303.705,314.8006,300.9398,0.15347084,0.15742601,0.13795543,0.17146851,0.13227133,0.21625443,0.1464694,0.3539352,0.2831075,0.41559356,0.32189602,0.31907552,0.2363661,0.18100883,0.133979,0.0016722318,0.0014149226,2720,2720,2.0,0,
6475_0,0.16152085,317.7965,302.90918,313.9793,299.9169,0.14529842,0.15521781,0.124879554,0.16893873,0.114365175,0.2013115,0.10343608,0.3207263,0.2551261,0.39046714,0.216118,0.30814165,0.13702841,0.1767425,0.105314516,0.0016722318,0.0014637132,2720,2720,2.0,0,
6495_0,0.1622069,318.03506,303.35904,313.94925,300.52386,0.15388557,0.15536788,0.13649172,0.17271197,0.13329594,0.20845066,0.13375944,0.32156244,0.28279036,0.40050054,0.31389436,0.30863476,0.21745972,0.17749286,0.12936829,0.0018008654,0.0018540381,2720,2720,2.0,0,
6512_0,0.16115639,319.33084,301.67215,315.1314,299.23538,0.14839663,0.15474616,0.12946586,0.17363384,0.12248881,0.20785037,0.115267806,0.30732697,0.28442484,0.38009068,0.24527037,0.30944943,0.15808156,0.18238093,0.11429199,0.0010933809,0.0020735958,2720,2720,2.0,0,
829_0,0.16945326,317.43686,302.70312,313.2191,299.69653,0.16281424,0.16585152,0.14807948,0.1757563,0.13795543,0.20795757,0.14222461,0.2922983,0.25646782,0.33785602,0.2445873,0.26678598,0.17096227,0.17989402,0.13407658,0.0015864761,0.0017808522,2720,2720,1.0,0,
4242_0,0.14979376,317.73935,303.42282,313.80652,300.51562,0.14661577,0.1386884,0.12751424,0.15062988,0.118878305,0.17153284,0.11234037,0.28852504,0.2524182,0.31920415,0.22104584,0.24000876,0.14000463,0.15671854,0.11804887,0.0012005755,0.0012441556,2720,2720,2.0,0,
805_0,0.16274287,318.68344,303.12173,314.2469,300.10394,0.15037264,0.15603249,0.1318566,0.17446996,0.12746546,0.21121629,0.12609932,0.32449955,0.27237356,0.38753,0.24914923,0.31144327,0.17650001,0.18272395,0.1163168,0.0018651822,0.0014881085,2720,2720,2.0,0,
18751_0,0.14754267,316.09012,303.95703,312.2655,300.90427,0.15051901,0.1339504,0.13061245,0.15050125,0.12583096,0.15663278,0.13012454,0.3123008,0.23195054,0.2762191,0.23926912,0.2059423,0.17996414,0.14443403,0.12473318,0.0014149647,0.0014637132,2720,2720,2.0,0,
6546_0,0.16353612,317.2116,301.2763,313.01776,298.80878,0.1449325,0.15588242,0.123318255,0.17434134,0.1142188,0.20834346,0.10814437,0.30571908,0.23407292,0.3630253,0.2082383,0.293456,0.1334911,0.18190928,0.100191504,0.0015435982,0.0017564569,2720,2720,2.0,0,
6576_0,0.15950559,316.23056,303.2062,312.0148,299.89487,0.15966725,0.15140168,0.14261493,0.16413641,0.143298,0.19758113,0.15659344,0.29324162,0.2602979,0.36934978,0.31347963,0.2963288,0.24036692,0.173055,0.15125087,0.0017579875,0.001683271,2720,2720,2.0,0,
18801_0,0.16117783,316.84222,300.53906,313.13104,298.013,0.1523037,0.15294528,0.1310354,0.16173525,0.11509034,0.1886411,0.09899741,0.27334628,0.2804064,0.32417798,0.18360236,0.25334376,0.10205334,0.17331226,0.10949601,0.0015221593,0.0016018949,2720,2720,2.0,0,
869_0,0.14717822,315.3692,301.40146,311.47906,298.67554,0.15535964,0.13253543,0.13389418,0.12848347,0.11415384,0.12916952,0.1001557,0.27456832,0.25578642,0.24367481,0.18160614,0.16600159,0.10952065,0.11834286,0.105996475,0.0014364036,0.0015772503,2720,2720,2.0,0,
612_0,0.15348126,314.06473,301.16495,310.64,298.62277,0.15560608,0.14175417,0.1337956,0.13618004,0.11772731,0.14006048,0.10367988,0.28633827,0.24762906,0.23786487,0.18338056,0.16531554,0.114696026,0.135494,0.111935824,0.001350648,0.0021194317,2720,2720,2.0,0,
753_0,0.16576576,315.64725,302.01138,312.06546,298.98624,0.16132364,0.15693292,0.14350557,0.15886243,0.12847236,0.17762148,0.12866952,0.2617907,0.21968207,0.29465657,0.2170451,0.238165,0.16731226,0.17144708,0.12901454,0.0014578425,0.0016018949,2720,2720,1.0,0,
6509_0,0.15755466,317.31607,304.07492,313.32468,300.86325,0.16100325,0.14955793,0.1440231,0.15613969,0.13478138,0.18937002,0.14303733,0.30822742,0.26877415,0.3723727,0.32760084,0.28282228,0.23979208,0.17114693,0.13648187,0.0016936708,0.0020701424,2720,2720,2.0,0,
4260_0,0.16160661,318.81113,306.3073,315.1488,302.8935,0.15795958,0.15393147,0.14141957,0.16896017,0.13205177,0.20390561,0.1412244,0.31296542,0.2606394,0.40161538,0.33680156,0.31232226,0.23802496,0.17007498,0.13268605,0.0016507929,0.0017320616,2720,2720,2.0,0,
4260_1,0.1630859,318.67126,306.08453,314.97977,302.77487,0.15888661,0.1563112,0.1422734,0.17423414,0.13424735,0.20992994,0.14422503,0.31450903,0.25432104,0.39822802,0.31457743,0.32377064,0.23661004,0.1885339,0.14134638,0.0017579875,0.001366132,2720,2720,2.0,0,
4427_0,0.1596771,318.67126,301.35974,315.08667,298.89478,0.1445653,0.1537814,0.122040115,0.16831699,0.104591735,0.2043344,0.08556609,0.30599776,0.25457886,0.35374224,0.15190938,0.2691228,0.08177082,0.17775013,0.09759266,0.0015650372,0.001848341,2720,2720,2.0,0,
721_0,0.15971999,315.54977,303.0098,312.225,300.28247,0.16060893,0.14756411,0.14123827,0.14432684,0.12519462,0.14664224,0.11735764,0.2253231,0.20482138,0.24556144,0.18172938,0.1986102,0.13951315,0.14361936,0.11735764,0.0012648923,0.0017497626,2720,2720,1.0,3,
1760_0,0.16124214,316.30484,302.20023,313.3096,299.82053,0.15735584,0.15056556,0.13719656,0.15258083,0.12586004,0.17022505,0.121177554,0.2731319,0.22926883,0.28155738,0.21881951,0.21554695,0.16309804,0.16137078,0.12305055,0.0013935259,0.001848341,2720,2720,1.0,3,
1827_0,0.16469382,317.13782,302.87943,313.74637,300.22757,0.1566658,0.15768328,0.13736907,0.1619925,0.12206476,0.19093506,0.1182202,0.28179324,0.23974279,0.33018088,0.22313231,0.26380596,0.15513784,0.16574432,0.12110362,0.0014149647,0.0011090026,2720,2720,2.0,0,
1917_0,0.16353612,318.9691,302.46686,315.20096,300.09018,0.14354196,0.15946272,0.122440025,0.17744997,0.10760768,0.21936308,0.09858142,0.338735,0.23917155,0.4066964,0.19335717,0.32128373,0.11851238,0.18651864,0.10133808,0.0013935259,0.0015368992,2720,2720,2.0,0,
18170_0,0.15099435,317.44504,302.23242,313.94424,299.79022,0.14581072,0.14031775,0.12522109,0.14990096,0.11299904,0.17226176,0.10204555,0.29656464,0.23685399,0.34956166,0.22453436,0.25808176,0.14366394,0.15753321,0.11302344,0.0017579875,0.0014881085,2720,2720,2.0,0,
12711_0,0.16107064,318.1104,303.655,314.38672,300.866,0.15205592,0.15440314,0.13390581,0.17211169,0.13197859,0.20523483,0.13180782,0.3160312,0.26788482,0.35331348,0.25114965,0.2799709,0.18730713,0.18514656,0.13019773,0.0015650372,0.0022931537,2720,2720,2.0,0,
704_0,0.14544167,318.02487,302.56784,314.17938,299.97745,0.14444458,0.13641587,0.12536746,0.15026543,0.11699987,0.17918652,0.116146035,0.31446615,0.2586634,0.32713655,0.25212544,0.24271007,0.16718102,0.14803576,0.11148653,0.0015864761,0.0015368992,2720,2720,2.0,0,
18727_0,0.15054412,317.1255,301.28094,313.10336,298.74774,0.14649379,0.14048927,0.12548943,0.15268801,0.11509704,0.17901501,0.10663187,0.31976154,0.26037106,0.35016194,0.22372933,0.25692406,0.14246857,0.16141365,0.116048455,0.0013292091,0.001439318,2720,2720,2.0,0,
18727_1,0.15418874,316.98804,301.34586,313.04547,298.88922,0.14978716,0.14488424,0.13122234,0.15436025,0.12187893,0.18180208,0.12324507,0.30726266,0.23778102,0.34598136,0.25053975,0.25943244,0.17440201,0.16186388,0.121830136,0.0015007204,0.0015856898,2720,2720,2.0,0,
6664_0,0.14818585,317.73322,302.46225,313.87164,299.7186,0.1443226,0.13669458,0.1230743,0.14544167,0.112511136,0.17181154,0.103240915,0.2854164,0.24741717,0.33095267,0.20011467,0.2451541,0.12907554,0.15974143,0.10604638,0.0016936708,0.0014881085,2720,2720,2.0,0,
635_0,0.15551795,317.29764,302.85425,313.58334,300.0077,0.14810388,0.14756411,0.12895356,0.15279521,0.1162924,0.18180208,0.110096,0.29928738,0.23195054,0.3524345,0.21094619,0.2691657,0.14234659,0.15073708,0.1106083,0.0015221593,0.001439318,2720,2720,2.0,0,
6650_0,0.1551535,315.92886,302.90918,312.55118,300.26602,0.1464206,0.14522727,0.12587976,0.157083,0.114365175,0.17929372,0.10133808,0.28082848,0.27854556,0.32657912,0.21253188,0.25023514,0.13063684,0.16171381,0.11126697,0.001929499,0.0018540381,2720,2720,2.0,0,
6396_0,0.16124214,317.55753,303.38864,313.45532,300.48273,0.15281217,0.16008444,0.13527195,0.17890783,0.12526987,0.21325298,0.12841687,0.37179384,0.24368468,0.39293262,0.26300576,0.2828866,0.20499372,0.18932714,0.12863643,0.0016507929,0.001366132,2720,2720,2.0,0,
768_0,0.14908628,317.5657,301.66983,313.9117,298.85318,0.150641,0.13853833,0.13044168,0.14304051,0.1178781,0.16718073,0.112389155,0.29034737,0.23643927,0.32289165,0.22524182,0.24766245,0.15049462,0.14713533,0.109437324,0.0014792815,0.0016344804,2720,2720,2.0,0,
6291_0,0.14734973,315.6659,301.99756,311.81442,299.3985,0.14754279,0.1356655,0.12629448,0.14361936,0.11463352,0.15963423,0.1017772,0.308892,0.22224121,0.29650033,0.19635779,0.20349827,0.12405011,0.14038208,0.10914458,0.0019938156,0.0019760146,2720,2720,2.0,0,
743_0,0.13652307,314.7759,301.0837,311.16083,298.72275,0.14431885,0.120615385,0.12240978,0.11637048,0.104616374,0.11420515,0.08766089,0.2827151,0.22567071,0.21248119,0.14754729,0.13564408,0.08317556,0.11630616,0.09793769,0.0012648923,0.0014047379,2720,2720,2.0,3,
18754_0,0.14432684,317.2526,303.8322,314.07687,300.9152,0.1479819,0.12966262,0.1272459,0.13738063,0.113194205,0.14567749,0.10272862,0.30003774,0.24224536,0.3066838,0.21106815,0.22127114,0.138175,0.126018,0.10102095,0.0018223043,0.0016588757,2720,2720,2.0,3,
18747_0,0.15738314,316.70447,301.29022,313.12097,298.88922,0.146445,0.1478857,0.1251235,0.15468183,0.11497506,0.17877918,0.10067941,0.27115953,0.26605517,0.31513074,0.17628045,0.2410807,0.105997585,0.15695436,0.103850804,0.0019938156,0.001683271,2720,2720,2.0,3,
6305_0,0.16295727,317.8475,300.52972,314.1719,298.0855,0.14554237,0.16032028,0.12346462,0.1775143,0.105607264,0.21803387,0.087432764,0.32863727,0.2554188,0.3885162,0.15883781,0.30046654,0.090189435,0.18548958,0.09858142,0.0018008654,0.0011709697,2720,2720,2.0,0,
4409_0,0.15470327,318.0534,300.5017,314.00433,298.2082,0.14542785,0.14822872,0.12144864,0.16124214,0.102768034,0.19520141,0.08578789,0.29881573,0.23318732,0.35657218,0.15511319,0.27334628,0.08669975,0.1622069,0.09897276,0.0015221593,0.001527961,2720,2720,2.0,0,
